"",""
"Individu - Code Etudiant","ELP (code)"
"20003177","JVI3ASI"
"20003177","JVI3BD"
"20003177","JVI3MOP"
"20003177","JVI3SR"
"20004638","JVK411"
"20004638","JVK412"
"20004638","JVK413"
"20004638","JVK414"
"20005930","JVI3ASI"
"20005930","JVI3BD"
"20005930","JVI3MOP"
"20005930","JVI3SR"
"20100355","JVI4ALAO"
"20100355","JVI4LWD"
"20100355","JVI4MOIA"
"20100355","JVI4PFA"
"20101805","JVK111"
"20101805","JVK112"
"20101805","JVK113"
"20102293","JVA1509"
"20102293","JVA1510"
"20102293","JVA1511"
"20102293","JVA1521"
"20102293","JVA1522"
"20102293","JVA1526"
"20102293","JVA2T600"
"20102293","JVA2T602"
"20102293","JVA2T603"
"20102293","JVA2T640"
"20102293","JVA2T641"
"20102869","JVK351"
"20102869","JVK354AC"
"20102869","JVK354MM"
"20104081","JVI3ASI"
"20104081","JVI3BD"
"20104081","JVI3MOP"
"20104081","JVI3SR"
"20104081","JVI4ALAO"
"20104081","JVI4LWD"
"20104081","JVI4MOIA"
"20104081","JVI4PFA"
"20106110","JVK231"
"20106110","JVK232"
"20106110","JVK233"
"20106110","JVK234EC"
"20106110","JVK234ST"
"20106110","JVK235HI"
"20106110","JVK351"
"20106110","JVK352"
"20106110","JVK353"
"20106110","JVK354EP"
"20106110","JVK354MM"
"20106110","JVK411"
"20106110","JVK412"
"20106110","JVK413"
"20106110","JVK414"
"20106353","JVI4LWD"
"20106353","JVI4MOIA"
"20106353","JVI5CSD"
"20106353","JVI5IDMS"
"20106353","JVI5RESO"
"20202638","JVI3ASI"
"20202638","JVI3BD"
"20202638","JVI3MOP"
"20202638","JVI3SR"
"20203675","JVM3ALG1"
"20203675","JVM3CAPR"
"20206548","JVM4FOUR"
"20206548","JVM4PROB"
"20207821","JVM4ANCO"
"20207821","JVM4EQDI"
"20207821","JVM4FOUR"
"20207821","JVM4PROB"
"20304396","JVK231"
"20304396","JVK232"
"20304396","JVK233"
"20304396","JVK234EC"
"20304396","JVK234ST"
"20304396","JVK351"
"20304396","JVK352"
"20304396","JVK353"
"20304396","JVK354EP"
"20304396","JVK354MM"
"20304477","JVJ41802"
"20304477","JVJ41803"
"20304477","JVJ41804"
"20304477","JVJ41806"
"20304477","JVJ41814"
"20304477","JVJ41816"
"20304477","JVJ41817"
"20304477","JVJ41818"
"20304477","JVJ41819"
"20306235","JVI4ALAO"
"20306235","JVI4LWD"
"20306235","JVI4MOIA"
"20306235","JVI4PFA"
"20306235","JVI5CSD"
"20306235","JVI5IDMS"
"20306235","JVI5RESO"
"20306235","JVI5SV"
"20306235","JVI5SVT"
"20306236","JVK351"
"20306236","JVK352"
"20306236","JVK353"
"20306236","JVK354AC"
"20306236","JVK354EP"
"20307438","JVK411"
"20307438","JVK412"
"20307438","JVK413"
"20307438","JVK414"
"20307755","JVI4ALAO"
"20307755","JVI4LWD"
"20307755","JVI4MOIA"
"20307755","JVI4PFA"
"20308127","JVM4ANCO"
"20308127","JVM4EQDI"
"20308127","JVM4FOUR"
"20308127","JVM4PROB"
"20308989","JVI3ASI"
"20308989","JVI3BD"
"20308989","JVI3MOP"
"20308989","JVI3SR"
"20308989","JVI4ALAO"
"20308989","JVI4LWD"
"20308989","JVI4MOIA"
"20308989","JVI4PFA"
"20402928","JVI4ALAO"
"20402928","JVI4FDT"
"20402928","JVI4LWD"
"20402928","JVI4MOIA"
"20402928","JVI5CSD"
"20402928","JVI5IDMS"
"20403141","JVK231"
"20403141","JVK232"
"20403141","JVK233"
"20403141","JVK235HI"
"20406599","JVI3BD"
"20406599","JVI3MOP"
"20406599","JVM3ALG1"
"20406599","JVM3CADI"
"20406665","JVK351"
"20406665","JVK352"
"20406665","JVK353"
"20406665","JVK354AC"
"20406665","JVK354MM"
"20407839","JVK411"
"20407839","JVK412"
"20407839","JVK413"
"20407839","JVK414"
"20407839","JVK531"
"20407839","JVK532"
"20407839","JVK533"
"20407839","JVK534"
"20407839","JVK535EC"
"20407915","JVI3BD"
"20407915","JVI3MOP"
"20500228","JVK351"
"20500228","JVK352"
"20500228","JVK353"
"20500228","JVK354AC"
"20500228","JVK354MM"
"20500397","JVI3BD"
"20500397","JVI3MOP"
"20503830","JVM1ANAL"
"20503830","JVM1FONC"
"20503830","JVM3ALG1"
"20503830","JVM3CADI"
"20503830","JVM3CAPR"
"20504366","JVA3T700"
"20504366","JVA3T701"
"20504366","JVA3T703"
"20504366","JVA3T731"
"20504366","JVA3T746"
"20505957","JVJ41802"
"20505957","JVJ41803"
"20505957","JVJ41804"
"20505957","JVJ41806"
"20505957","JVJ41814"
"20505957","JVJ41816"
"20505957","JVJ41817"
"20505957","JVJ41818"
"20505957","JVJ41819"
"20506373","JVM3ALG1"
"20506373","JVM3INTE"
"20507208","JVA2E640"
"20507208","JVA3E720"
"20507208","JVA3E721"
"20507208","JVA3E722"
"20507208","JVA3E723"
"20507208","JVA3E731"
"20507208","JVA3E735"
"20507208","JVA3E740"
"20507208","JVJ41802"
"20507208","JVJ41803"
"20507208","JVJ41804"
"20507208","JVJ41806"
"20507208","JVJ41814"
"20507208","JVJ41816"
"20507208","JVJ41817"
"20507208","JVJ41818"
"20507208","JVJ41819"
"20507456","JVK231"
"20507456","JVK232"
"20507456","JVK233"
"20507456","JVK235SY"
"20507456","JVK351"
"20507456","JVK352"
"20507456","JVK353"
"20507456","JVK354EP"
"20507456","JVK354MM"
"20507478","JVI4ALAO"
"20507478","JVI4LWD"
"20507478","JVI4MOIA"
"20507478","JVI4PFA"
"20507478","JVI5CSD"
"20507478","JVI5IDMS"
"20507478","JVI5MR"
"20507478","JVI5RESO"
"20507945","JVA2T600"
"20507945","JVA2T602"
"20507945","JVA2T603"
"20507945","JVA2T616"
"20604840","JVA3E720"
"20604840","JVA3E721"
"20604840","JVA3E722"
"20604840","JVA3E723"
"20604840","JVA3E731"
"20604840","JVA3E735"
"20604840","JVA3E740"
"20606346","JVM3ALG1"
"20606346","JVM3CAPR"
"20606346","JVM4ANCO"
"20606346","JVM4EQDI"
"20606348","JVM4ANCO"
"20606348","JVM4EQDI"
"20606348","JVM4FOUR"
"20606348","JVM4PROB"
"20606472","JVI5CSD"
"20606472","JVI5IDMS"
"20606472","JVI5MR"
"20606472","JVI5RESO"
"20606638","JVI3ASI"
"20606638","JVI3BD"
"20606638","JVI3MOP"
"20606638","JVI3SR"
"20606719","JVM2ALBI"
"20606719","JVM2INTE"
"20606719","JVM2POLY"
"20606719","JVM2SERI"
"20703648","JVM2ALBI"
"20703648","JVM2INTE"
"20703648","JVM2POLY"
"20703648","JVM2SERI"
"20705147","JVA3E720"
"20705147","JVA3E721"
"20705147","JVA3E722"
"20705147","JVA3E723"
"20705147","JVA3E731"
"20705147","JVA3E735"
"20705147","JVA3E740"
"20705513","JVI4ALAO"
"20705513","JVI4PFA"
"20705513","JVI5CSD"
"20705513","JVI5IDMS"
"20705513","JVI5RESO"
"20705531","JVK411"
"20705531","JVK412"
"20705531","JVK413"
"20705531","JVK414"
"20705531","JVK531"
"20705531","JVK532"
"20705531","JVK533"
"20705531","JVK534"
"20705531","JVK535EC"
"20705551","JVI4ALAO"
"20705551","JVI4LWD"
"20705551","JVI4MOIA"
"20705551","JVI4PFA"
"20705551","JVI5CSD"
"20705551","JVI5IDMS"
"20705656","JVI5CSD"
"20705656","JVI5IDMS"
"20705656","JVI5MR"
"20705656","JVI5RESO"
"20705801","JVI3ASI"
"20705801","JVI3BD"
"20705801","JVI3MOP"
"20705801","JVI3SR"
"20706052","JVM4ANCO"
"20706052","JVM4EQDI"
"20706052","JVM4FOUR"
"20706080","JVI3ASI"
"20706080","JVI3BD"
"20706080","JVI3MOP"
"20706080","JVI3SR"
"20706080","JVI4LWD"
"20706080","JVI4MOIA"
"20706080","JVI4PFA"
"20706080","JVM4ANCO"
"20706080","JVM4EQDI"
"20706135","JVM3ALG1"
"20706135","JVM3CADI"
"20706135","JVM3INTE"
"20706329","JVJ41803"
"20706329","JVJ41806"
"20706329","JVJ41814"
"20706329","JVJ41816"
"20706329","JVJ41817"
"20706329","JVJ41818"
"20706329","JVJ41819"
"20706567","JVM3ALG1"
"20706567","JVM3INTE"
"20707305","JVM1ANAL"
"20707305","JVM1FONC"
"20707305","JVM1PHNE"
"20800406","JVJ41802"
"20800406","JVJ41803"
"20800406","JVJ41804"
"20800406","JVJ41806"
"20800406","JVJ41814"
"20800406","JVJ41816"
"20800406","JVJ41817"
"20800406","JVJ41818"
"20800406","JVJ41819"
"20800406","JVJ53912"
"20800406","JVJ53913"
"20800406","JVJ53914"
"20805258","JVA1509"
"20805258","JVA1510"
"20805258","JVA1511"
"20805258","JVA1521"
"20805258","JVA1522"
"20805258","JVA1526"
"20805258","JVA2E600"
"20805258","JVA2E602"
"20805258","JVA2E604"
"20805258","JVA2E640"
"20805258","JVA2E641"
"20805258","JVA2E642"
"20805258","JVA2E653"
"20805805","JVI3ASI"
"20805805","JVI3BD"
"20805805","JVI3MOP"
"20805805","JVI3SR"
"20805867","JVI3ASI"
"20805867","JVI3BD"
"20805867","JVI3MOP"
"20805867","JVI3SR"
"20805867","JVI4LWD"
"20805867","JVI4MOIA"
"20806139","JVI3ASI"
"20806139","JVI3SR"
"20806369","JVI4ALAO"
"20806369","JVI4LWD"
"20806369","JVI4MOIA"
"20806369","JVI4PFA"
"20806369","JVI5CSD"
"20806369","JVI5IDMS"
"20806369","JVI5RESO"
"20806427","JVJ41802"
"20806427","JVJ41803"
"20806427","JVJ41804"
"20806427","JVJ41806"
"20806427","JVJ41814"
"20806427","JVJ41816"
"20806427","JVJ41817"
"20806427","JVJ41818"
"20806427","JVJ41819"
"20806564","JVM2ALBI"
"20806564","JVM2SERI"
"20806564","JVM3ALG1"
"20806564","JVM3CADI"
"20806564","JVM3CAPR"
"20806564","JVM3INTE"
"20807627","JVM2ALBI"
"20807627","JVM2INTE"
"20807627","JVM2POLY"
"20807627","JVM2SERI"
"20807627","JVM3ALG1"
"20807627","JVM3CADI"
"20807627","JVM3CAPR"
"20903744","JVJ41802"
"20903744","JVJ41803"
"20903744","JVJ41804"
"20903744","JVJ41806"
"20903744","JVJ41814"
"20903744","JVJ41816"
"20903744","JVJ41817"
"20903744","JVJ41818"
"20903744","JVJ41819"
"20906972","JVG412U"
"20906972","JVG413U"
"20906972","JVG414U"
"20908707","JVK351"
"20908707","JVK352"
"20908707","JVK353"
"20908707","JVK411"
"20908707","JVK412"
"20908707","JVK413"
"20908707","JVK414"
"20909809","JVM1ANAL"
"20909809","JVM1FONC"
"20909809","JVM1PHNE"
"20909809","JVM1PHYS"
"20910389","JVJ41802"
"20910389","JVJ41803"
"20910389","JVJ41804"
"20910389","JVJ41806"
"20910389","JVJ41814"
"20910389","JVJ41816"
"20910389","JVJ41817"
"20910389","JVJ41818"
"20910389","JVJ41819"
"20910663","JVG414U"
"20910879","JVI4ALAO"
"20910879","JVI4LWD"
"20910879","JVI4MOIA"
"20910879","JVI4PFA"
"20910879","JVI5CSD"
"20910879","JVI5IDMS"
"20911205","JVI3BD"
"20911205","JVI3MOP"
"20911259","JVI3BD"
"20911259","JVI3MOP"
"20911346","JVI5CSD"
"20911346","JVI5IDMS"
"20911346","JVI5MR"
"20911346","JVI5RESO"
"20911374","JVI4ALAO"
"20911374","JVI4PFA"
"20911374","JVI5CSD"
"20911374","JVI5IDMS"
"20911374","JVI5MR"
"20911374","JVI5RESO"
"20911374","JVM1ANAL"
"20911374","JVM1FGS"
"20911374","JVM1FONC"
"20911374","JVM1PHNE"
"20911374","JVM1PHYS"
"20911410","JVG412U"
"20911410","JVG413U"
"20911410","JVG414U"
"20911891","JVI5CSD"
"20911891","JVI5IDMS"
"20911891","JVI5MR"
"20911891","JVI5RESO"
"20911891","JVI5SVT"
"20911969","JVI4ALAO"
"20911969","JVI4LWD"
"20911969","JVI4MOIA"
"20911969","JVI4PFA"
"20911969","JVI5CSD"
"20911969","JVI5IDMS"
"20911990","JVI4ALAO"
"20911990","JVI4LWD"
"20911990","JVI4MOIA"
"20911990","JVI4PFA"
"20912003","JVM3ALG1"
"20912003","JVM3CADI"
"20912003","JVM3CAPR"
"20912091","JVI3ASI"
"20912091","JVI3BD"
"20912091","JVI3MOP"
"20912091","JVI3SR"
"20912091","JVI4LWD"
"20912091","JVI4MOIA"
"20912091","JVM3ALG1"
"20912091","JVM3CADI"
"20912091","JVM3CAPR"
"20912116","JVI3ASI"
"20912116","JVI3BD"
"20912116","JVI3MOP"
"20912116","JVI3SR"
"20912191","JVK351"
"20912191","JVK352"
"20912191","JVK353"
"20912191","JVK411"
"20912191","JVK412"
"20912191","JVK413"
"20912191","JVK414"
"20912191","JVK531"
"20912191","JVK532"
"20912191","JVK533"
"20912191","JVK534"
"20912217","JVM1ANAL"
"20912217","JVM1FGS"
"20912217","JVM1FONC"
"20912217","JVM1PHNE"
"20912217","JVM1PHYS"
"20912398","JVI3ASI"
"20912398","JVI3BD"
"20912398","JVI3MOP"
"20912398","JVI3SR"
"20912410","JVM4ANCO"
"20912410","JVM4EQDI"
"20912410","JVM4PROB"
"20912414","JVM3ALG1"
"20912414","JVM3CADI"
"20912414","JVM3CAPR"
"20912414","JVM3INTE"
"20912624","JVM1ANAL"
"20912624","JVM1FGS"
"20912624","JVM1PHYS"
"20912796","JVA1509"
"20912796","JVA1510"
"20912796","JVA1511"
"20912796","JVA1521"
"20912796","JVA1522"
"20912796","JVA2T600"
